Gewaesser;Mst.-Name;MST_NR;DATUM;Probestelle;Form;DV-Nr.;Taxon;Dimension;Messwert;Erscheinungsform;CF;LAKE_TYPE;LAKE_TYPE_SIMPLIFIED;LAKE_TYPE2;YEAR
Rothsee;Transekt03;140695;09.07.2015;0-1 m;S;2034;Alisma plantago-aquatica;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;0-1 m;S;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;0-1 m;S;2276;Najas marina ssp. intermedia;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;0-1 m;S;2973;Potamogeton berchtoldii;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;0-1 m;S;2977;Eleocharis acicularis;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;0-1 m;S;2270;Elodea nuttallii;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;0-1 m;S;2024;Ranunculus circinatus;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;0-1 m;S;2034;Alisma plantago-aquatica;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt02;140720;09.07.2015;0-1 m;S;2270;Elodea nuttallii;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt02;140720;09.07.2015;0-1 m;S;2041;Potamogeton lucens;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt02;140720;09.07.2015;0-1 m;S;2024;Ranunculus circinatus;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt02;140720;09.07.2015;0-1 m;S;2014;Ceratophyllum demersum;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt02;140720;09.07.2015;0-1 m;S;2977;Eleocharis acicularis;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt02;140720;09.07.2015;0-1 m;S;2973;Potamogeton berchtoldii;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt02;140720;09.07.2015;0-1 m;S;2276;Najas marina ssp. intermedia;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt02;140720;09.07.2015;0-1 m;S;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt02;140720;09.07.2015;0-1 m;S;2034;Alisma plantago-aquatica;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt04;140726;09.07.2015;0-1 m;S;2276;Najas marina ssp. intermedia;HK1-5;4;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt04;140726;09.07.2015;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt04;140726;09.07.2015;0-1 m;S;2973;Potamogeton berchtoldii;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt04;140726;09.07.2015;0-1 m;S;2270;Elodea nuttallii;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt05;140731;09.07.2015;0-1 m;S;2276;Najas marina ssp. intermedia;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt05;140731;09.07.2015;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt05;140731;09.07.2015;0-1 m;S;2973;Potamogeton berchtoldii;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt05;140731;09.07.2015;0-1 m;S;2002;Potamogeton crispus;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt05;140731;09.07.2015;0-1 m;S;2270;Elodea nuttallii;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt05;140731;09.07.2015;0-1 m;S;2024;Ranunculus circinatus;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt07;140741;09.07.2015;0-1 m;S;2977;Eleocharis acicularis;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt07;140741;09.07.2015;0-1 m;S;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt07;140741;09.07.2015;0-1 m;S;2973;Potamogeton berchtoldii;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt07;140741;09.07.2015;0-1 m;S;2270;Elodea nuttallii;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt07;140741;09.07.2015;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt07;140741;09.07.2015;0-1 m;S;2276;Najas marina ssp. intermedia;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt07;140741;09.07.2015;0-1 m;S;2024;Ranunculus circinatus;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2012;1-2 m;S;2001;Potamogeton pectinatus;HK1-5;4;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt02;140720;09.07.2012;1-2 m;S;2973;Potamogeton berchtoldii;HK1-5;2;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt02;140720;09.07.2012;1-2 m;S;2270;Elodea nuttallii;HK1-5;2;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt02;140720;09.07.2012;1-2 m;S;2002;Potamogeton crispus;HK1-5;1;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt02;140720;09.07.2012;1-2 m;S;2005;Myriophyllum spicatum;HK1-5;1;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt07;140741;16.07.2012;1-2 m;S;2001;Potamogeton pectinatus;HK1-5;2;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt07;140741;16.07.2012;1-2 m;S;2973;Potamogeton berchtoldii;HK1-5;1;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt07;140741;16.07.2012;1-2 m;S;2014;Ceratophyllum demersum;HK1-5;1;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt04;140726;13.08.2012;1-2 m;S;2014;Ceratophyllum demersum;HK1-5;3;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt04;140726;13.08.2012;1-2 m;S;2001;Potamogeton pectinatus;HK1-5;1;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt04;140726;13.08.2012;1-2 m;S;2973;Potamogeton berchtoldii;HK1-5;1;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt05;140731;09.07.2015;1-2 m;S;2068;Leptodictyum riparium;HK1-5;1;Bryophyta;0;0;0;5;2015
Rothsee;Transekt05;140731;09.07.2015;1-2 m;S;12260;Octodiceras fontanum;HK1-5;1;Bryophyta;0;0;0;5;2015
Rothsee;Transekt03;140695;09.07.2015;1-2 m;S;2276;Najas marina ssp. intermedia;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt03;140695;09.07.2015;1-2 m;S;2001;Potamogeton pectinatus;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt03;140695;09.07.2015;1-2 m;S;2973;Potamogeton berchtoldii;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt03;140695;09.07.2015;1-2 m;S;2041;Potamogeton lucens;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;1-2 m;S;2276;Najas marina ssp. intermedia;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;1-2 m;S;2001;Potamogeton pectinatus;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;1-2 m;S;2973;Potamogeton berchtoldii;HK1-5;4;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;1-2 m;S;2270;Elodea nuttallii;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;1-2 m;S;2024;Ranunculus circinatus;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;1-2 m;S;2014;Ceratophyllum demersum;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt02;140720;09.07.2015;1-2 m;S;2270;Elodea nuttallii;HK1-5;4;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt02;140720;09.07.2015;1-2 m;S;2041;Potamogeton lucens;HK1-5;4;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt02;140720;09.07.2015;1-2 m;S;2014;Ceratophyllum demersum;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt02;140720;09.07.2015;1-2 m;S;2276;Najas marina ssp. intermedia;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt02;140720;09.07.2015;1-2 m;S;2973;Potamogeton berchtoldii;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt04;140726;09.07.2015;1-2 m;S;2276;Najas marina ssp. intermedia;HK1-5;4;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt04;140726;09.07.2015;1-2 m;S;2001;Potamogeton pectinatus;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt04;140726;09.07.2015;1-2 m;S;2973;Potamogeton berchtoldii;HK1-5;4;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt04;140726;09.07.2015;1-2 m;S;2002;Potamogeton crispus;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt04;140726;09.07.2015;1-2 m;S;2014;Ceratophyllum demersum;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt04;140726;09.07.2015;1-2 m;S;2270;Elodea nuttallii;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt05;140731;09.07.2015;1-2 m;S;2276;Najas marina ssp. intermedia;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt05;140731;09.07.2015;1-2 m;S;2001;Potamogeton pectinatus;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt05;140731;09.07.2015;1-2 m;S;2973;Potamogeton berchtoldii;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt05;140731;09.07.2015;1-2 m;S;2007;Zannichellia palustris;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt05;140731;09.07.2015;1-2 m;S;2270;Elodea nuttallii;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt06;140736;09.07.2015;1-2 m;S;2276;Najas marina ssp. intermedia;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt06;140736;09.07.2015;1-2 m;S;2973;Potamogeton berchtoldii;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt06;140736;09.07.2015;1-2 m;S;2001;Potamogeton pectinatus;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt07;140741;09.07.2015;1-2 m;S;2973;Potamogeton berchtoldii;HK1-5;4;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt07;140741;09.07.2015;1-2 m;S;2270;Elodea nuttallii;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt07;140741;09.07.2015;1-2 m;S;2001;Potamogeton pectinatus;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt07;140741;09.07.2015;1-2 m;S;2276;Najas marina ssp. intermedia;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt03;140695;09.07.2012;2-4 m;S;2001;Potamogeton pectinatus;HK1-5;3;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt03;140695;09.07.2012;2-4 m;S;2973;Potamogeton berchtoldii;HK1-5;1;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt03;140695;09.07.2012;2-4 m;S;2041;Potamogeton lucens;HK1-5;2;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt03;140695;09.07.2012;2-4 m;S;2024;Ranunculus circinatus;HK1-5;1;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt03;140695;09.07.2012;2-4 m;S;2270;Elodea nuttallii;HK1-5;1;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt01;140715;09.07.2012;2-4 m;S;2001;Potamogeton pectinatus;HK1-5;2;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt01;140715;09.07.2012;2-4 m;S;2002;Potamogeton crispus;HK1-5;2;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt02;140720;09.07.2012;2-4 m;S;2041;Potamogeton lucens;HK1-5;4;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt02;140720;09.07.2012;2-4 m;S;2001;Potamogeton pectinatus;HK1-5;2;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt02;140720;09.07.2012;2-4 m;S;2024;Ranunculus circinatus;HK1-5;1;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt07;140741;16.07.2012;2-4 m;S;2001;Potamogeton pectinatus;HK1-5;2;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt07;140741;16.07.2012;2-4 m;S;2973;Potamogeton berchtoldii;HK1-5;1;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt04;140726;13.08.2012;2-4 m;S;2005;Myriophyllum spicatum;HK1-5;3;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt04;140726;13.08.2012;2-4 m;S;2041;Potamogeton lucens;HK1-5;1;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt04;140726;13.08.2012;2-4 m;S;2014;Ceratophyllum demersum;HK1-5;3;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt04;140726;13.08.2012;2-4 m;S;2276;Najas marina ssp. intermedia;HK1-5;1;Spermatophyta;0;0;0;5;2012
Rothsee;Transekt03;140695;09.07.2015;2-4 m;S;2001;Potamogeton pectinatus;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt03;140695;09.07.2015;2-4 m;S;2973;Potamogeton berchtoldii;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt03;140695;09.07.2015;2-4 m;S;2270;Elodea nuttallii;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt03;140695;09.07.2015;2-4 m;S;2005;Myriophyllum spicatum;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt03;140695;09.07.2015;2-4 m;S;2276;Najas marina ssp. intermedia;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;2-4 m;S;2276;Najas marina ssp. intermedia;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;2-4 m;S;2001;Potamogeton pectinatus;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;2-4 m;S;2973;Potamogeton berchtoldii;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;2-4 m;S;2270;Elodea nuttallii;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;09.07.2015;2-4 m;S;2014;Ceratophyllum demersum;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt02;140720;09.07.2015;2-4 m;S;2270;Elodea nuttallii;HK1-5;4;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt02;140720;09.07.2015;2-4 m;S;2041;Potamogeton lucens;HK1-5;4;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt04;140726;09.07.2015;2-4 m;S;2276;Najas marina ssp. intermedia;HK1-5;4;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt04;140726;09.07.2015;2-4 m;S;2001;Potamogeton pectinatus;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt04;140726;09.07.2015;2-4 m;S;2973;Potamogeton berchtoldii;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt04;140726;09.07.2015;2-4 m;S;2024;Ranunculus circinatus;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt04;140726;09.07.2015;2-4 m;S;2014;Ceratophyllum demersum;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt04;140726;09.07.2015;2-4 m;S;2270;Elodea nuttallii;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt05;140731;09.07.2015;2-4 m;S;2276;Najas marina ssp. intermedia;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt05;140731;09.07.2015;2-4 m;S;2001;Potamogeton pectinatus;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt05;140731;09.07.2015;2-4 m;S;2973;Potamogeton berchtoldii;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt06;140736;09.07.2015;2-4 m;S;2276;Najas marina ssp. intermedia;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt06;140736;09.07.2015;2-4 m;S;2973;Potamogeton berchtoldii;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt07;140741;09.07.2015;2-4 m;S;2973;Potamogeton berchtoldii;HK1-5;3;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt07;140741;09.07.2015;2-4 m;S;2270;Elodea nuttallii;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt07;140741;09.07.2015;2-4 m;S;2001;Potamogeton pectinatus;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt07;140741;09.07.2015;2-4 m;S;2276;Najas marina ssp. intermedia;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt07;140741;09.07.2015;2-4 m;S;2024;Ranunculus circinatus;HK1-5;1;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt07;140741;09.07.2015;2-4 m;S;2014;Ceratophyllum demersum;HK1-5;2;Spermatophyta;0;0;0;5;2015
Rothsee;Transekt01;140715;18.07.2016;2-4 m;S;2015;Ceratophyllum submersum;HK1-5;2;Spermatophyta;0;0;0;5;2016
Rottachsee;Transekt RS6;133771;12.08.2010;0-1 m;S;2787;Equisetum palustre;HK1-5;3;Pteridophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS5neu;133769;12.08.2010;0-1 m;S;2016;Hippuris vulgaris;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS5neu;133769;12.08.2010;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;3;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS5neu;133769;12.08.2010;0-1 m;S;2664;Potamogeton pusillus;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS5neu;133769;12.08.2010;0-1 m;S;2004;Ranunculus trichophyllus;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS5neu;133769;12.08.2010;0-1 m;S;2005;Myriophyllum spicatum;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS6;133771;12.08.2010;0-1 m;S;2664;Potamogeton pusillus;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS6;133771;12.08.2010;0-1 m;S;2041;Potamogeton lucens;HK1-5;4;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS6;133771;12.08.2010;0-1 m;S;2005;Myriophyllum spicatum;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS6;133771;12.08.2010;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS6;133771;12.08.2010;0-1 m;S;2024;Ranunculus circinatus;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS1;108806;13.08.2010;0-1 m;S;2000;Fontinalis antipyretica;HK1-5;1;Bryophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS1;108806;13.08.2010;0-1 m;S;2041;Potamogeton lucens;HK1-5;3;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS1;108806;13.08.2010;0-1 m;S;2023;Potamogeton perfoliatus;HK1-5;4;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS1;108806;13.08.2010;0-1 m;S;2005;Myriophyllum spicatum;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS1;108806;13.08.2010;0-1 m;S;2664;Potamogeton pusillus;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS2;108906;13.08.2010;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;4;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS2;108906;13.08.2010;0-1 m;S;2041;Potamogeton lucens;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS2;108906;13.08.2010;0-1 m;S;2664;Potamogeton pusillus;HK1-5;3;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS2;108906;13.08.2010;0-1 m;S;2005;Myriophyllum spicatum;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS4;108910;13.08.2010;0-1 m;S;2005;Myriophyllum spicatum;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS4;108910;13.08.2010;0-1 m;S;2270;Elodea nuttallii;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS7;108916;13.08.2010;0-1 m;S;2664;Potamogeton pusillus;HK1-5;3;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS7;108916;13.08.2010;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;3;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS7;108916;13.08.2010;0-1 m;S;2041;Potamogeton lucens;HK1-5;4;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS7;108916;13.08.2010;0-1 m;S;2005;Myriophyllum spicatum;HK1-5;3;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS7;108916;13.08.2010;0-1 m;S;2024;Ranunculus circinatus;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS8;108918;13.08.2010;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;5;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS8;108918;13.08.2010;0-1 m;S;2664;Potamogeton pusillus;HK1-5;4;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS8;108918;13.08.2010;0-1 m;S;2005;Myriophyllum spicatum;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS8;108918;13.08.2010;0-1 m;S;2270;Elodea nuttallii;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS8;108918;13.08.2010;0-1 m;S;2024;Ranunculus circinatus;HK1-5;3;Spermatophyta;0;3;Prealpine;3;2010
Rottachsee;Transekt RS7;108916;01.08.2012;0-1 m;S;2000;Fontinalis antipyretica;HK1-5;1;Bryophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS2;108906;01.08.2012;0-1 m;S;7170;Chara contraria;HK1-5;2;Charales;0;3;Prealpine;3;2012
Rottachsee;Transekt RS7;108916;01.08.2012;0-1 m;S;7170;Chara contraria;HK1-5;1;Charales;0;3;Prealpine;3;2012
Rottachsee;Transekt RS8;108918;01.08.2012;0-1 m;S;7170;Chara contraria;HK1-5;3;Charales;0;3;Prealpine;3;2012
Rottachsee;Transekt RS8;108918;01.08.2012;0-1 m;S;17615;Chara virgata;HK1-5;2;Charales;0;3;Prealpine;3;2012
Rottachsee;Transekt RS1;108806;01.08.2012;0-1 m;S;2023;Potamogeton perfoliatus;HK1-5;4;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS1;108806;01.08.2012;0-1 m;S;2041;Potamogeton lucens;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS2;108906;01.08.2012;0-1 m;S;2041;Potamogeton lucens;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS2;108906;01.08.2012;0-1 m;S;2664;Potamogeton pusillus;HK1-5;3;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS2;108906;01.08.2012;0-1 m;S;2023;Potamogeton perfoliatus;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS2;108906;01.08.2012;0-1 m;S;2005;Myriophyllum spicatum;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS2;108906;01.08.2012;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;3;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS7;108916;01.08.2012;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;3;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS7;108916;01.08.2012;0-1 m;S;2270;Elodea nuttallii;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS7;108916;01.08.2012;0-1 m;S;2041;Potamogeton lucens;HK1-5;3;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS7;108916;01.08.2012;0-1 m;S;2664;Potamogeton pusillus;HK1-5;3;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS7;108916;01.08.2012;0-1 m;S;2024;Ranunculus circinatus;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS8;108918;01.08.2012;0-1 m;S;2270;Elodea nuttallii;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS8;108918;01.08.2012;0-1 m;S;2024;Ranunculus circinatus;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS8;108918;01.08.2012;0-1 m;S;2016;Hippuris vulgaris;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS8;108918;01.08.2012;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;5;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS8;108918;01.08.2012;0-1 m;S;2664;Potamogeton pusillus;HK1-5;3;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS8;108918;01.08.2012;0-1 m;S;2023;Potamogeton perfoliatus;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS6;133771;01.08.2012;0-1 m;S;2041;Potamogeton lucens;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS6;133771;01.08.2012;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS6;133771;01.08.2012;0-1 m;S;2270;Elodea nuttallii;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2012
Rottachsee;Transekt RS7;108916;17.07.2015;0-1 m;S;7170;Chara contraria;HK1-5;1;Charales;0;3;Prealpine;3;2015
Rottachsee;Transekt RS8;108918;17.07.2015;0-1 m;S;17615;Chara virgata;HK1-5;1;Charales;0;3;Prealpine;3;2015
Rottachsee;Transekt RS8;108918;17.07.2015;0-1 m;S;7170;Chara contraria;HK1-5;3;Charales;0;3;Prealpine;3;2015
